 2016-03-26 16:54:43 | [0 0 516.6085 499.6027 0.57746947 0 0 6.8629913 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:44 | [0 0 516.6085 499.6027 0.57415634 0 0 7.698517 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:45 | [0 0 516.6085 499.6027 0.5723684 0 0 6.439209 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:46 | [0 0 516.6085 499.6027 0.57509863 0 0 6.2816315 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:47 | [0 0 516.6085 499.6027 0.57642275 0 0 6.3419647 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:48 | [0 0 516.6085 499.6027 0.5753157 0 0 6.2588043 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:49 | [0 0 516.6085 499.6027 0.5741816 0 0 6.2302856 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:50 | [0 0 516.6085 499.6027 0.57335347 0 0 6.317795 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:51 | [0 0 516.6085 499.6027 0.5744802 0 0 6.2258453 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:52 | [0 0 516.6085 499.6027 0.57463306 0 0 6.2875824 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:53 | [0 0 516.6085 499.6027 0.57385516 0 0 5.964447 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:54 | [0 0 516.6085 499.6027 0.5736198 0 0 6.01651 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:55 | [0 0 516.6085 499.6027 0.5758678 0 0 5.9302673 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:56 | [0 0 516.6085 499.6027 0.57882756 0 0 5.776581 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:57 | [0 0 516.6085 499.6027 0.5743056 0 0 5.7802734 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:58 | [0 0 516.6085 499.6027 0.53038436 0 0 5.4687653 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:59 | [0 0 516.6085 499.6027 0.43935877 0 0 5.5295563 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:00 | [0 0 516.6085 499.6027 0.33225748 0 0 5.3311768 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:01 | [0 0 516.6085 499.6027 0.24124417 0 0 5.2433624 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:02 | [0 0 516.6085 499.6027 0.17455412 0 0 5.2934113 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:03 | [0 0 516.6085 499.6027 0.12641674 0 0 5.4200745 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:04 | [0 0 516.6085 499.6027 0.09206264 0 0 5.3086395 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:05 | [0 0 516.6085 499.6027 0.06843507 0 0 5.4943695 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:06 | [0 0 516.6085 499.6027 0.04981914 0 0 5.465805 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:07 | [0 0 516.6085 499.6027 0.030913167 0 0 5.2856903 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:08 | [0 0 516.6085 499.6027 0.013807002 0 0 5.536209 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:09 | [0 0 516.6085 499.6027 0.001436817 0 0 5.593216 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:10 | [0 0 516.6085 499.6027 0 0 0 5.520813 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:11 | [0 0 516.6085 499.6027 0 0 0 5.6011353 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:12 | [0 0 516.6085 499.6027 0 0 0 5.565628 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:13 | [0 0 516.6085 499.6027 0 0 0 5.6186676 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:14 | [0 0 516.6085 499.6027 0 0 0 5.503235 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:15 | [0 0 516.6085 499.6027 0 0 0 5.5105896 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:16 | [0 0 516.6085 499.6027 0 0 0 5.6081543 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:55:17 | [0 0 516.6085 499.6027 0 0 0 5.4957733 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
